comentario,comunidade_link,comunidade_texto,data_comentario,link_topico,nome_comentador,nome_topico,num_comentario
"Não foi por falta de aviso. Foi por falta de competência e de vergonha. Porque se falta dinheiro para a segurança ou para a educação, não tem faltado para sanguessugas e mensaleiros, maus exemplos de imunidade dos que fazem as leis da impunidade!!!Esta mensagem foi enviada por Labestia Jr. o criminoso da ordem político nacional (reeleição) e internacional (Colômbia, Venezuela e Cuba) ""fornecedores"" de cocaína e da política na América Latina para a implantação da URSAL União das Repúblicas Socialistas da América Latina.Neste último fim de semana assistimos, estarrecidos, os acontecimentos violentos contra o Sistema de Segurança do Estado de São Paulo. Os meios de comunicação e o próprio governo nos informam que a principal razão para os atos de ""barbárie"" seria a transferência de presos para um determinado presídio. Será?Todos nós brasileiros aprendemos, depois de tantos anos de violência e corrupção, que bandido, bandido mesmo, seja ele traficante, ladrão de banco, corrupto e, até mesmo os ladrões-de-galinhas, não agiriam contra seus próprios ""empreendimentos"" (se é que vocês me entendem).Bandido que é bandido faz de tudo para manter seus ""pontos"", suas ""bocas de fumo"", suas ""fontes de renda"", bandido que é bandido, não age politicamente, não entra em confronto, assim, ""de graça"" com a polícia. Isso representa prejuízo muito grande para seus negócios.Rebeliões em presídios sempre aconteceram, por conta de super-lotação, melhores condições para os presos, etc.Mas, esta rebelião contra o Sistema de Segurança do Estado de São Paulo possui, claramente, um objetivo político.Os chefões do PCC não arriscariam o lucro com o comércio de drogas em São Paulo e não colocariam todo o sistema de segurança em alerta, contra suas ""fontes de renda"", pelo simples fato de terem sido transferidos para um determinado presídio.Então, nos perguntamos:Por que esta rebelião acontece agora, justamente no Estado de São Paulo?",http://orkut.google.com/c316707.html,Geraldo Alckmin,20 de julho de 2006,http://orkut.google.com/c316707-t41dd0b713109f0cd.html,Newton J. Santos - ,Rebelião em São Paulo financiada pelo PT !!!,2
"ESTÃO QUERENDO COLOCAR O POVO DE SP SOB O JUGO DO MEDO.ESTÃO QUERENDO TRANSFORMAR O BRASIL NUMA NOVA CUBA,MUITO MAIS PERIGOSA.MAS ESSE MOLUSCO FILHO DA PUTA PARA CONSEGUIR SE MANTER NO PODER E POR MEIA DUZIA DE MILHÕES DE DOLARES ESTÁ FAZENDO ACORDO COM O COISA RUIM.DEPOIS Q O COISA RUIM VIER COBRAR A ALMA DELE,ELE NÃO PODE RECLAMAR.SE AS COISAS CONTINUAREM COMO ESTÃO E OLHE Q TO FALANDO SERIO,MUITO SÉRIO,DAQUI A ALGUNS ANOS(NÃO DEMORA MUITO),UM GENERAL MUITO PROXIMO DE NÓS ESTARA DESEMBARCANDO NO BRASIL,FALANDO CASTELHANO,E SIMPLESMENTE SE AUTO INTITULANDO COMO O NOVO PRESIDENTE DA URSAL.ESPEREM PRA VER.EU CONCLAMO A TODOS OS BOINAS PRETAS,BOINAS AZUIS,E TODOS Q SE LEMBRAM DESSA FRASE:""OS BOINAS PRETAS NÃO MORREM,APOS A MORTE VÃO PRO INFERNO ATORMENTAR O CAPETA""POIS BEM,CONCLAMO A TODOS Q FIQUEM DE PRONTIDÃO,PQ O BICHO VAI PEGAR.",http://orkut.google.com/c316707.html,Geraldo Alckmin,13 de julho de 2006,http://orkut.google.com/c316707-t52177d7956c50416.html,Patrick Santos - ,RESISTENCIA JÁ..DESPERTA BRASIL,1
"Delenda Carthago (Cartago deve ser destruída). Catão dizia sempre isso, no fim de todos os seus discursos.Depois da queda do Muro de Berlim em 1989, Fidel Castro convocou em 1990, junto com Luis Inácio “Lula” da Silva e o PT, partidos estrangeiros, grupos guerrilheiros, organizações criminosas, ... da América Latina, a uma reunião na cidade de São Paulo onde se associaram numa organização denominada Foro de São Paulo.O objetivo do Foro de São Paulo é o de apoiar política e financeiramente a implantação do comunismo na América Latina. Atualmente, é implantado por diversos modos, através de meios gramscistas, via partidos de esquerda, “Círculos Bolivarianos”, para a concretização da URSAL (União das Repúblicas Socialistas da América Latina).Este espaço é para a formulação de idéias que levem à neutralização do totalitário FORO DE SÃO PAULO!Delenda Chaves, Fidel, Evo, Lula, FARC, MST, Comunistas, Esquerdopatas,...Delenda URSAL (atualmente batizada de UNASUL)!Convido p/ a Comu DELENDA FORO DE SÃO PAULO:http://www.orkut.com.br/Main#Community.aspx?cmm=42203706Esta Comu combate o comunismo bolivariano. Junte-se a nós.",http://orkut.google.com/c7366019.html,Grupo Guararapes - Apoio,30 de novembro de 2008,http://orkut.google.com/c7366019-t2edff7ee38ce3fb.html,Adonai Camargo - ,DELENDA FORO DE SÃO PAULO,1
""" URSAL ""UNIÃO REPUBLICAS SOCIALISTAS AMERICA LATINA .SOU PLENAMENTE FAVORAVEL A UM GOLPE DE ESTADO , O QUE NÃO SIGINIFICA QUE VENHAMOS A TER UM PRESIDENTE MILITAR . ESTA NAÇÃO AINDA TEM MUITOS BRASILEIROS COMPETENTES E HONESTOS O SUFICIENTE PARA GOVERNAR O PAIS .PREFIRO O RISCO DE "" UMA GUERRA CIVIL"" DO QUE VER O BRASIL SE TRANSFORMAR EM UMA  "" REPUBLICA COMUNISTA ""GLOUZADABRASIL ACIMA DE TUDO",http://orkut.google.com/c7366019.html,Grupo Guararapes - Apoio,11 de maio de 2008,http://orkut.google.com/c7366019-t718a20c223cd10f8.html,GE LOUZADA - ,O PIOR CEGO É AQUELE QUE SE RECUSA A ENCHERGAR .,6
leio seguidamente os tópicos desta comuna e confesso que aprendi muito com vários particpantes que demonstraram ser realmente amantes da história e da estratégia miliatar.mas fiquei preucupado com este tópico pois ninguém abordou um assunto antes oculto ao grande público e sem a devida importância a mídia até o momento. me refiro ao foro de são paulo e ao seu projeto- ursal ( união das repúblicas socialistas da américa latina).,http://orkut.google.com/c210762.html,História Militar e Estratégia,5 de março de 2007,http://orkut.google.com/c210762-tca3f2adde0ae7045.html,MARCELO mendes - ,Política Externa do Brasil e América do Sul,13
"Ajude Olavo de Carvalho contra a dominação e a ditadura fascisto-comunista na América LatinaAno de 2014, Dilma vence as eleições presidenciais no Brasil. A vigésima cúpula do Foro de São Paulo em Cochabamba na Bolívia decide que esse é o momento ideal para dar início ao golpe comunista na América Latina.Brasil, Cuba, Venezuela, Bolívia e Nicarágua juntam-se em uma Confederação nomeada de União das Repúblicas Socialistas da América Latina (URSAL). O povo no Brasil é contra, mas o PT tem o controle das ruas graças a uma aliança com o PCC. O partido controla as urnas eletrônicas e dessa maneira consegue aprovar a união via referendo. Tem início uma política de confisco dos meios de produção. O governo em Brasília controla toda produção industrial, assim como a produção e a venda de drogas.Os líderes do governo se escondem dentro de um bunker em um local não identificado em Brasília. Eles estão munidos de muitas armas e drogas e de lá enviam suas ordens para todo o país. Fazem a segurança do bunker gangsters do PCC, militantes feminazis, black blocs e soldados russos especialmente enviados para proteger o governo latino-americano.Entretanto, só um homem é capaz de acabar com essa união criminosa: Olavo de Carvalho. O professor vai se infiltrar no bunker e terá como missão matar os líderes do governo para trazer de volta a paz na América Latina.https://www.youtube.com/watch?v=FXxsLnUg9DILinks para download:Mega: https://mega.co.nz/#!B9AU3IBK!T9_5RWY...Anonfiles: https://anonfiles.com/file/30eb369872...Não precisa instalar nada. É só extrair a pasta e executar o jogo.Obrigado a todos que colaboraram com ideias. E obrigado, principalmente, ao professor Olavo de Carvalho por sua existência e pela sua coragem na luta contra o comunismo no Brasil.",http://orkut.google.com/c795788.html,HISTÓRIA,1 de maio de 2014,http://orkut.google.com/c795788-t7ad5bad35261511.html,Gregory Vieira Souto - ,Guie o professor Olavo contra o golpe comunista,1
tao se organizando para criar ursal e exercito conjunto para atacar eua.==vai ser interessante traidor obama ter que enfrentar o eixo do mal.,http://orkut.google.com/c795788.html,HISTÓRIA,28 de junho de 2008,http://orkut.google.com/c795788-t3c7a588aeca51c8c.html,Massa Sofrida e Preparada - ,Possível guerra em 2010?,13
"kya asli naam? frnds call me paddy, family members call padu, nana nani given name is parimal, dada - dadi given name is madhusudan, some frnds call me maddy ( heros name of RHTDM movie ) official name is padmanabh ursal or P. P. Ursal.bass filhaal itne hi hai ....",http://orkut.google.com/c57285458.html,Indian Warriors [IW]™©,4 de junho de 2010,http://orkut.google.com/c57285458-t9b408a95971567db.html,Padmanabh Ursal - ,╘ ♥CHAT THREAD♥ ╛,52
"Hi,Attention :- BE, MCA,MCM freshers looking for a job.Chance to get a 16000 INR / Month job in Pune (as a developer) in good IT company.Incase interested please email me on santtosh.g.ursal@gmail.comIts neither a fake nor trying market some company but just trying to help people who are looking for job.As we all know economy is going worse day by day so this can be a good choice to go on.",http://orkut.google.com/c24625990.html,IT jobs in PUNE,26 de novembro de 2008,http://orkut.google.com/c24625990-t399b7d875de620a2.html,Santtosh G Ursal - ,Fresher job in Pune,1
"Hi,Attention :- BE, MCA,MCM freshers looking for a job.Chance to get a 16000 INR / Month job in Pune (as a developer) in good IT company.Incase interested please email me on santtosh.g.ursal@gmail.comIts neither a fake nor trying market some company but just trying to help people who are looking for job.As we all know economy is going worse day by day so this can be a good choice to go on.",http://orkut.google.com/c24625990.html,IT jobs in PUNE,26 de novembro de 2008,http://orkut.google.com/c24625990-t4bcf9afcb7731305.html,Santtosh G Ursal - ,Hi,1
"é filhote sim, na verdade é a URSAL só que com outro nome",http://orkut.google.com/c8585489.html,Juventude de Extrema Direita,30 de setembro de 2009,http://orkut.google.com/c8585489-te3a851e89c6ae671.html,Moises Amon Thompson - ,Unasul,2
"Camaradas... A greve é nosso direito institucional de concientização popular democratica, e de maneira alguma pode ser ultrajada sobre maneira, seguindo dessa forma ideiais neoliberais.Todo ser desprezivel (lê-se, neoliberal) que condenar a greve deve ser imediatamente condecorado com ""el paredon"".Pois nesta sociedade burguesa e capitalista ao qual estamos subservientes, a greve, tende ser utilizada como o ""grito"" das massas com relação ao capital explorador.Se necessário for, entregaremos ao nosso Deus ""Marx"", um bilhão de vidas de criancinhas para atender as necessidades da revolução.Portanto todo camarada, jamais poderá ser contra qualquer tipo de greve, enquanto vivermos nesta podre sociedade burguesa e neoliberal.Claro... após instalarmos a revolução, e nosso ""el presidente"" da URSAL, excelêntissimo senhor Hugo  ""Chapolin de Miraflores"" Chaves, ascender como nosso Supremo comandante em chefe, logicamente as greves serão existintas pois não mais haverá motivos, sendo qualquer atitude contrária, considerada ""atentado terrorista"" contra ""la revolucion"" condenando o ""desinformado"" ao ""paredoón""...Viva la revolucionViva TcheViva FidelViva Chaves",http://orkut.google.com/c23318941.html,Jornal Opinião Popular,3 de março de 2007,http://orkut.google.com/c23318941-t28acb4cc59a1a2f7.html,Julio Cazaroto - ,Excelente exemplo do camarada Paulo Bernardo.,2
"Camaradas... A greve é nosso direito institucional de concientização popular democratica, e de maneira alguma pode ser ultrajada sobre maneira, seguindo dessa forma ideiais neoliberais.Todo ser desprezivel (lê-se, neoliberal) que condenar a greve deve ser imediatamente condecorado com ""el paredon"".Pois nesta sociedade burguesa e capitalista ao qual estamos subservientes, a greve, tende ser utilizada como o ""grito"" das massas com relação ao capital explorador.Se necessário for, entregaremos ao nosso Deus ""Marx"", um bilhão de vidas de criancinhas para atender as necessidades da revolução.Portanto todo camarada, jamais poderá ser contra qualquer tipo de greve, enquanto vivermos nesta podre sociedade burguesa e neoliberal.Claro... após instalarmos a revolução, e nosso ""el presidente"" da URSAL, excelêntissimo senhor Hugo  ""Chapolin de Miraflores"" Chaves, ascender como nosso Supremo comandante em chefe, logicamente as greves serão existintas pois não mais haverá motivos, sendo qualquer atitude contrária, considerada ""atentado terrorista"" contra ""la revolucion"" condenando o ""desinformado"" ao ""paredoón""...Viva la revolucionViva TcheViva FidelViva Chaves",http://orkut.google.com/c23318941.html,Jornal Opinião Popular,3 de março de 2007,http://orkut.google.com/c23318941-t28acb4cc59a1a2f7.html,Julio Cazaroto - ,Excelente exemplo do camarada Paulo Bernardo.,2
"Quando tivermos finalmente construído a URSAL (aleluia irmãos) teremos de expulsar as plantas colonialistas que vieram para cá junto com os exploradores europeus.Fora o trigo, o café, a maçã, a uva e todas as plantas coloniastas.Só plantaremos plantas nativas do continente americano como o milho e a mandioca.",http://orkut.google.com/c23318941.html,Jornal Opinião Popular,26 de fevereiro de 2007,http://orkut.google.com/c23318941-t68cd0c3a70e5e327.html,Antonio Lorenzo - ,Somente a revolução pode salvar o meio-ambiente,8
"Isso acontece em qualquer religião em vários países... O fanatismo religioso nem é o fato mais preocupante aqui.  O que me incomoda é o fato de uma grande parte da população achar mais cômodo ouvir um padre, um bispo ou o companheiro opressor travestido de trabalhador, ao invés de juntar os fatos e tirar suas próprias conclusões. Serão mais 4 anos de uma pátria desventurada e miserável comandada por um Joselito que, ao aposentar seu macacão de operário nas eleições passadas e ser embalado por um estiloso Armani, deixou de ser o Seu Silva para viver o Lord Lulla.Eu vejo que o nosso Governante interage muy bien com a Farc, el señor Castro, señor Chavez... Quem sabe o que se passa na cabeça destes companheiros? Até onde irá a criação da União das Republiquetas Socialistas da América Latina (URSAL)? - pra mim tem outro significado (União dos Ridiculos Super-opressores Aka Losers)O socialismo puro teve sua imagem perdida na noite dos tempos, pregando essa necessidade igualitária sempre presente no ser humano, refletida por um combate eterno entre ricos e pobres. Essa luta de classes seria extinta se todos fossem burgueses, e se todos fossem burgueses ninguém seria burguês.Fiz as contas aqui... o governo deve um trilhão de reais (R$ 1.000.000.000.000,00 ufa) de dívida interna a 17,25% de juros (sim, pq 4% do FMI era muuuito, bando de exploradores burgueses, agora somos livres e independentes graças ao Sr Lula)... Daqui a 4 anos qdo o Lula sair, se ninguém fizer nada (inclusive não pegar mais nada emprestado, o que é virtualmente impossível). A dívida vai quase DOBRAR !!! Isso se a taxa não aumentar mais ainda tb, lógico!",http://orkut.google.com/c174659.html,Liceu São Paulo - Santos/SP,29 de dezembro de 2006,http://orkut.google.com/c174659-tb698477a7ad28cc5.html,Michelle Massatelli - ,Não ao aumento dos deputados e senadores!,11
"Ipojuca Pontes afirma em seu texto “URSAL: A MÃE DO MONSTRO”“Um dos objetivos permanentes do Foro de São Paulo é ver Álvaro Uribe fora do poder, o quanto antes, pois o presidente colombiano, amado pelo seu povo, representa um obstáculo considerável à implantação do domínio comunista na América Latina”. Publicado no site do DiegoA “PREOCUPAÇÃO HUMANITÁRIA” DE CHÁVEZ. COM OS OUTROSEnquanto Chávez se diz preocupado com a questão “humanitária” do episódio (na casa do vizinho colombiano), o povo venezuelano enfrenta filas de até 5 horas, para poder comprar 1 quilo de leite em pó, a R$ 4 reais. E se não quiser enfrentar as filas, os camelôs vendem a mesma quantidade de leite, por até R$ 23. Se quiser ler sobre este assunto, está na FSP para assinantes aqui. Isso, para não falar que, neste final de semana, enquanto Chávez tentava enfiar o dedo nos olhos de Uribe, em apenas três estados da Venezuela foram contabilizados 40 homicídios, além de motins em cadeias com mortes.A “PREOCUPAÇÃO HUMANITÁRIA” DE LULADESVIOPor Jânio de Freitas – FolhaA questão da prorrogação da CPMF é uma mistura de arrogância e incompetência política com que Lula a tratou. A doação de R$ 12 milhões feita por Lula para o riquíssimo desfile de escolas de samba, no Rio de tantas e tão perversas carências, é uma deformação de obrigações e finalidades que, se vista pelo ângulo do Código Penal, não teria do que se queixar. Mesmo que não fosse lembrada a coincidência, no sábado, entre a doação e as falas do doador sobre a necessidade social da CPMF. São R$ 12 milhões desviados de finalidades sociais pela demagogia.MAIS “CARA” QUE ARROZ, FEIJÃO, LEITE....O gasto anual das famílias brasileiras com a Contribuição Provisória sobre Movimentação Financeira (CPMF) é tão alto que supera o valor destinado à compra de arroz, feijão e leite juntos.",http://orkut.google.com/c22874137.html,LULA  -   BÊBADO E  CORRUPTO,16 de dezembro de 2007,http://orkut.google.com/c22874137-tf8625ea3d4759b3c.html,Roberta Pignatari Lisboa - ,AS HIENAS ATACAM NA ARGENTINA,3
"""comunismo evoluiu somente com gramsci que mesmo assim quando chega ao poder destroi um país inteiro, o que dirá da venezuela, e futuramente a URSAL ou ALBA"".Ai ai..  É o que se espera de vc, depois de mentir que era comunista há 8 anos com cara de 20. Diga aí pra nós, jovem liberal: De quem é a iniciativa de destruir tudo qdo os comunistas estão no poder? Quem tem a perder e põe td a perder, e pq os comunistas destruiriam td pra ter que recomeçar do zero e sem popularidade?Depois acha que não tem opinião formada por crendices. Já chegou a questionar onde está a moral e a bondade em revolução comunista, mas acha que há moralidade nessa zona que cerca sua vida com paternalismo familiar. Acha que há moralidade em tomada de poder e tortura contra comunistas e e que isso nunca teve a ver com liberais, mas não acha imoral o contrário.Qdo vc não souber contestar o que um professor lhe ensina, acompanhá-lo em suas leituras e opiniões só mostra que vc se mobiliza facilmente por poucas e primeiras influências, principalmente pq fala sobre comunismo com a mesma estupidez do fanatismo conservador. E cuidado pra não se passar mais por ridículo ao pedir correção a um idiota como o cunde. Procure conhecê-lo melhor, e conhecer melhor tb a história geopolítica mundial antes que suas conclusões mudem tão facilmente.",http://orkut.google.com/c9009222.html,Liberais Caricatos,20 de setembro de 2009,http://orkut.google.com/c9009222-td11998446735b6cc.html,Almir Souza  =) - ,Olavista se vê desarmado e recorre a insulto,10
"Olá,Eu vou formar um deck e vejam se fica bom assim:RGCriaturas;4 Crusher4 Tarmagoyf4 Solifugo Gigante4 Mogg Fanatic4 Kird Ape4 BoggartOutras Mágicas;4 Carbonizar4 Incinerar3 Selo do fogo3 Tarfire2 Jitte UmezawaTerrenos;4 Solo Pisoteado4 Contra-Forte 'Arbonizado'2 Ursal Ventoso2 Lamaçal...2 2 Floresta2 Montanha------------------------------------------------Eu já tenho todas as cartas, hm, acham que está bom, preciso acrescentar alguma coisa ou tirar alguma coisa?",http://orkut.google.com/c51812.html,Magic The Gathering - Brasil,11 de abril de 2009,http://orkut.google.com/c51812-t4998f103569e84a4.html,- Gaara Punk . - ,[Duvida / Sugestão],1
"Foro de S Paulo - OBSERVEM O Logotipo - ""direitos humanos"" Para quem ainda tem dúvidas... http://images.orkut.com/orkut/photos/OQAAAH3Uy4Yh6aLVMuPHLf_dKMPogpgeSXCa0ZsCfTJ_PEtmqiq3H5eHnqVUdaOPvyBOiiXRcvUnYcsz8uRVnckucCMAm1T1UG9rGx2RrrQDD7bZ7Bdnvd-FR239.jpghttp://images.orkut.com/orkut/photos/OQAAABlJ_aoJdhLvq7N4k5uWzYUEy20uRJSj16HiIm-sL1RLAEwjFHlz49wTvrSJ7bh4GMZLeftjvAHzyXuD2VAjTLMAm1T1UOpkm5MoSUYpJd8j216f6a1FZyVo.jpg(Este com o Lula é o Ministro Vanucchi) OBSERVEM QUE O Logotipo do “Foro De S. Paulo” é o mesmo da “Nova Constituição Comunista” assinada em Copenhagen pelo Presidente que “por não saber”, “assinou sem ler”.... Vejam o mapa todo em vermelho, sem fronteiras, numa alusão à antiga URSS, que será a “União das Republicas Socialistas Latinas”, (URSAL). Querem algo mais comunista que isto? E nossa “LIBERDADE” vai se esvaindo por entre os dedos deles... Acordem democratas! O MST já recebeu 160 milhões do Governo. Isso é a metade da verba que o Exército vai receber em 2010. Sem mais nenhum comentário. MST logo vai superar o Exército ""Façam filhos, eles verão o socialismo"" (João Pedro Stédile, el general vitorioso de MST)",http://orkut.google.com/c36632518.html,Movimento Cansei,28 de abril de 2010,http://orkut.google.com/c36632518-t5a556d5083437aa5.html,Leonardo Guerreiro - ,"Acorda, Brasil ! ! !",1
"Tenho o objetivo de demonstrar atraves da reportagem da VEJA pq o socialismo é um fracasso e não é a igualdade e nem a irmandadade.Não distribui a riqueza mas sim a pobreza.Eis abaixo a reportagem:Nosso sócio é um desastre... título melhor não poderia ser dado à realidade que nos abraçará doravante, à medida que nos tornaremos um desastre ao nos associamos ao desastre... assimilamos, portanto, oficialmente o projeto bolivariano concebido por Luiz Inácio da Silva, o Lula, arquiteto da revolução da esquerda continental, projeto esse estruturado pelo engenheiro Hugo Chávez Frias... da junção oficial desses dois dinossauros do comunismo de extorsão, nos sobrará a miséria, a fome, o atraso, não na marcha acelerada como se abateu no irmão país Venezuela, afinal nosso país é pujante e conseguiu sobreviver altaneiro a 5 anos de José Sarney, 3 anos de Fernando Collor, 2 anos de Itamar Franco, 8 anos do abutre Fernando Henrique Cardoso e 7 anos do analfabeto Lula da Silva, por mais que 95% da população não tenha boa qualidade de vida e não saiba o que é poupança... antes de ser um sócio de alto risco, Chávez era uma junção esperada e necessária para que a corrente do desastre fosse firmada... a UNASUL, doravante com poder normativo, aduana flexível, forças armadas integradas e o Caribe já anexado pelos afrouxamentos de sansões norte-americanas, da OEA e demais organismos mundiais, transformar-se-á na união socialista americana, ou união das repúblicas socialistas da América Latina, ou URSAL... se após você ler a reportagem acima, você se convencer que quem manda na parada é Lula da Silva e que a entrada de Chávez no Mercosul não é mera coincidência, repasse esta reportagem e tente convencer o máximo possível de amigos e parentes... afinal, sua vida está um desastre e você, nem os amigos, muito menos os parentes imaginavam...",http://orkut.google.com/c47930640.html,Marx é inquestionável?!,1 de novembro de 2009,http://orkut.google.com/c47930640-tb69cfe42cee41647.html,Eric Fernando - ,Estudo de Caso: Venezuela,1
"Pois éIsso tem que fazer repensar a estratégia separatista, ao mesmo tempo que lutar por autonomia, tem que se lutar CONTRA o comunismo, o socialismo, a esquerdopatia, pois esses movimentos são centralizadores. Estão transformando o Mercosul num país, criaram parlamento, vão criar um STF ditando regras pra TODAS as nações do bloco, depois vem Unasul, depois vem a URSAL, que abertamente é a meta do Foro de São Paulopor isso eu convido todos vocês a lerem os artigos do talvez maior pensador brasileiro, o primeiro a denunciar as intenções despóticas esquerdistas na América Latina pós-governos militares, foi ridicularizado, chamado de paranóico, e agora temos Chavez, Morales, Correa, 3º Mandato do Lulla, PT clamando por plebiscitos populares... leiam Olavo de Carvalho www.olavodecarvalho.orgabraço",http://orkut.google.com/c29857622.html,MRR - REPÚBLICA RIO GRANDENSE,28 de maio de 2009,http://orkut.google.com/c29857622-t18c61e53b5c94a25.html,Marcos Leonardi ☩ - ,O CONTINENTE DA ESPERANÇA,3
"Aqui de Sampa mando a maior força porque seique todos nós vamos precisar para lutar contraesse cancro que se instalou no poder.A luta é árdua pois nosso inimigo tem a força e o poder, mas, não podemos permitir que a nossa amada pátriaseja subjugada pela seita petista que quer implantaruma república socialista, aos moldes de Chaves e Fidel...Lembremos do Foro de São Paulo, cujo chefão é olulladrão e o PT é o seu mentor...conhecem o símbolo do Foro?um mapa da América Latina em vermelho e virado de cabeçapara baixo... Isto significa a implantação da URSAL, União dasRepúblicas Socialistas da América Latina, cuja cartilha os déspotasestão seguindo religiosamente e está sendo implantada paulatinamente...Isso tudo foi confirmado no recente  3º Congresso do PT emSão Paulo http://www.orkut.com/FavoriteVideos.aspx?uid=11888004758928011414onde, desde a abertura, a tese do comunismo e socialismo é escancarada.Portanto povo mineiro, não se omitam!A grande Minas Gerais, de grandes e saudosos políticos,  tem que dar seugrito neste sábado contra essa república sindicalista, de guerrilheiros vermelhos,de podres políticos, de corrupção ativa e passiva e outros tantos males!Nós daqui, vamos fazer a nossa parte! e vamos vaiar muuuuuuuito!QUEM TEM BOCA VAIA LULLA.QUEM TEM BOKINHA NÃO.",http://orkut.google.com/c36652987.html,Movimento Voluntário Ética Já,26 de setembro de 2007,http://orkut.google.com/c36652987-ta48219bf6f87bb9a.html,Joana DArc-11414 Rondine - ,[IMPORTANTE] Informações pertinentes,13
"Mas todos sabem o lula volta daqui 4 anos mesmo.Claro, ele já volta e, junto com a galera do Foro de São Paulo, proclama a criação da URSAL. Aí sim a vaca vai pro brejo de vez..agora me pergunto pq?.Cara, o Serra é fantoche pelo simples motivo do cara ser incompetente. Incompetente pra ser governador de SP, incompetente pra competir na campanha eleitoral desse ano. O PSDB tinha gente muito mais competente pra colocar lá e escolheu justo quem não tinha chance de vencer. Sabe a que isso me cheira? Cheira a farsa. Hoje em dia eu já acredito que o PSDB está conchavado com o PT e colocou o Serra lá só pra fingir que ia haver alguma concorrência nas eleições, mas já querendo criar espaço pra Dilma..É a maldita volta da política do café-com-leite..A única que eu acredito que pode amenizar isso é a Marina, e é nela que eu voto.",http://orkut.google.com/c44695.html,Naruto Brasil Datte Bayo!,25 de setembro de 2010,http://orkut.google.com/c44695-t158feeb3341f47e1.html,PΣtrus Rossi - ,[Off] Eleições 2010,723
"Delenda Carthago (Cartago deve ser destruída). Catão dizia sempre isso, no fim de todos os seus discursos.Depois da queda do Muro de Berlim em 1989, Fidel Castro convocou em 1990, junto com Luis Inácio “Lula” da Silva e o PT, partidos estrangeiros, grupos guerrilheiros, organizações criminosas, ... da América Latina, a uma reunião na cidade de São Paulo onde se associaram numa organização denominada Foro de São Paulo.O objetivo do Foro de São Paulo é o de apoiar política e financeiramente a implantação do comunismo na América Latina. Atualmente, é implantado por diversos modos, através de meios gramscistas, via partidos de esquerda, “Círculos Bolivarianos”, para a concretização da URSAL (União das Repúblicas Socialistas da América Latina).Este espaço é para a formulação de idéias que levem à neutralização do totalitário FORO DE SÃO PAULO!Delenda Chaves, Fidel, Evo, Lula, FARC, MST, Comunistas, Esquerdopatas,...Delenda URSAL (atualmente batizada de UNASUL)!Convido p/ a Comu DELENDA FORO DE SÃO PAULO:http://www.orkut.com.br/Main#Community.aspx?cmm=42203706Esta Comu combate o comunismo bolivariano. Junte-se a nós.",http://orkut.google.com/c534984.html,ANTI-ESQUERDISMO,30 de novembro de 2008,http://orkut.google.com/c534984-t2749840c0ea9cf8e.html,Adonai Camargo - ,DELENDA FORO DE SÃO PAULO,1
"acho que devemos pedir autorização para a URSAL, ou para a KGB",http://orkut.google.com/c44668.html,Olavo de Carvalho,31 de agosto de 2008,http://orkut.google.com/c44668-tba79e25cca4d2313.html,João Amado - ,J. R. Nyquist entrevista Olavo no domingo!,10
"Pois, deixando a URSAL de lado, o FORO ficam em San Pueblo! Adiós, hermanitos!",http://orkut.google.com/c87091.html,Olavo de Carvalho nos odeia!,15 de julho de 2007,http://orkut.google.com/c87091-t2ad6350e100a8f82.html,Marcelo Machado Gomes - ,O FORO venceu!,2
"Pois, deixando a URSAL de lado, o FORO ficam em San Pueblo! Adiós, hermanitos!",http://orkut.google.com/c87091.html,Olavo de Carvalho nos odeia!,15 de julho de 2007,http://orkut.google.com/c87091-t2ad6350e100a8f82.html,Marcelo Machado Gomes - ,O FORO venceu!,2
"poder aprovar na assembleia nacioanl, tratado rejeitado pelo povo frances.==só irlanda teve plebe scito sobre tratado de lisboa.........   governos da europa têm medo das massas.==o que leva um tipo com sarkô a defender o governo mundial..europa tera governo central não eleito,,,, e   27 parlamentos de mentirinha..==como tem 12 bancos centrais de mentirinha..==como mula copia tudo.... ursal... também vai nessa linha..==não é só pt que é ruim....",http://orkut.google.com/c44668.html,Olavo de Carvalho,14 de junho de 2008,http://orkut.google.com/c44668-te3b91ae7d356e87c.html,Massa Sofrida e Preparada - ,o que levou sarkÔ a trair a direita?,2
"É o braço religioso do FORO. É um mecanismo ditado por nosso guru Gramsci, para mentalizar os povos para a chegada da URSAL",http://orkut.google.com/c87091.html,Olavo de Carvalho nos odeia!,10 de fevereiro de 2007,http://orkut.google.com/c87091-td16905a1df31bf7.html,Victor VC - ,Teologia da Libertação,2
"É ou não violação de soberania?Uribe lembra o óbvio na Cúpula do Rio: O presidente colombiano destacou que existe violação da soberania quando um grupo terrorista se abriga num país para atacar o outro de forma sistemática, reiterada. De 2004 a esta data, houve nada menos de 40 ataques à Colômbia vindos do Equador! Recentemente a Turquia invadiu o norte do Iraque atrás de ""guerrilheiros curdos"", Israel invade Gaza, EUA atiram misseis na Somália e não vemos nenhum governo rompendo relações diplomáticas com essas nações ou muito menos repudiando esses ataques Lula associou o Brasil a URSAL e vai dar cabo das FFAA para que ela não venha se opor à empreitada comunista desses corruptos e aventureiros latinos",http://orkut.google.com/c44668.html,Olavo de Carvalho,8 de março de 2008,http://orkut.google.com/c44668-t97e350255dc68b7f.html,Adela Lenoxx - ,Pacto de não agressão entre membros do FORO,4
